customer_id,invoice_id,list_of_goods
767,10560551,"['pokemon shield', 'ratchet & clank 2', 'megaman zero', 'pickles', 'burgers', 'metroid fusion', 'pokemon sword', 'mashed potato', 'ratchet & clank 3', 'iPad', 'airpods', 'salmon', 'pokemon scarlet', 'muffins']"
5477,10835390,"['napkins', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'beats headphones', 'salt', 'pokemon scarlet', 'melons', 'green tea']"
5610,8692353,"['pokemon shield', 'white wine', 'black tea', 'cider', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'gluten free bar', 'turkey', 'ratchet & clank 3', 'dessert wine', 'chocolate', 'laptop']"
3964,10578908,"['pokemon shield', 'ratchet & clank 2', 'half-life: alyx', 'final fantasy XIX', 'frozen smoothie', 'french fries', 'sandwich', 'pokemon sword', 'zucchini', 'pokemon violet', 'hand protein bar', 'ratchet & clank 3', 'airpods', 'cereals', 'herb & pepper', 'eggplant']"
2028,2970598,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'final fantasy XIX', 'cider', 'sparkling water', 'corn', 'pokemon sword', 'pokemon violet', 'asparagus', 'ratchet & clank 3', 'honey', 'beats headphones', 'half-life 2', 'pokemon scarlet', 'escalope']"
1853,10135305,"['pokemon shield', 'light cream', 'half-life: alyx', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'iPad', 'light mayo', 'brownies', 'champagne', 'french wine']"
9861,8283461,"['pokemon shield', 'pancakes', 'black beer', 'vacuum cleaner', 'final fantasy XIX', 'pokemon sword', 'iMac', 'ratchet & clank 3', 'megaman zero 4', 'samsung galaxy 10', 'herb & pepper']"
7784,1284746,"['white wine', 'google tablet', 'tomato sauce', 'napkins', 'final fantasy XIX', 'pokemon sword', 'tooth brush', 'pasta', 'pokemon scarlet', 'samsung galaxy 10', 'herb & pepper']"
6191,8536851,"['pokemon shield', 'trout', 'extra dark chocolate', 'cooking oil', 'pokemon sword', 'pokemon violet', 'gums', 'ratchet & clank 3']"
2826,9760324,"['bramble', 'pokemon shield', 'tomato juice', 'sandwich', 'pokemon sword', 'pokemon scarlet', 'phone charger']"
3231,1941695,"['pokemon shield', 'white wine', 'megaman zero', 'half-life: alyx', 'megaman zero 2', 'chutney', 'pokemon sword', 'pokemon violet', 'pokemon scarlet', 'tea']"
8327,765313,"['mint green tea', 'whole weat flour', 'metroid fusion', 'chutney', 'iphone 8', 'pokemon violet', 'portal 2', 'final fantasy XX', 'escalope']"
9008,12099964,"['white wine', 'pokemon sword', 'phone car charger', 'pokemon violet', 'airpods', 'pokemon scarlet', 'laptop']"
4900,11465456,"['white wine', 'bacon', 'cider', 'frozen smoothie', 'pokemon sword', 'pokemon violet']"
1521,8597301,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'google tablet', 'half-life: alyx', 'cider', 'portal', 'pokemon sword', 'iMac', 'hand protein bar', 'ratchet & clank 3', 'phone charger', 'metroid prime']"
7106,8449011,"['cider', 'megaman zero 3', 'pokemon sword', 'ratchet & clank', 'tea']"
7500,2976038,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'cider', 'sparkling water', 'megaman zero 3', 'portal', 'minecraft', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'energy drink', 'protein bar']"
5771,11488414,"['pokemon shield', 'pokemon sword', 'iphone 8', 'ratchet & clank', 'beats headphones', 'phone car charger', 'protein bar', 'samsung galaxy 10', 'metroid prime', 'toothpaste']"
3998,11711511,"['pokemon shield', 'white wine', 'pokemon sword', 'iMac', 'ratchet & clank 3', 'phone charger', 'toothpaste']"
2098,5756205,"['white wine', 'green beans', 'frozen smoothie', 'body spray', 'pokemon sword', 'iPad', 'green grapes', 'phone car charger']"
9861,4434838,"['white wine', 'pokemon sword', 'whole wheat pasta', 'pokemon scarlet', 'phone charger', 'samsung galaxy 10', 'metroid prime']"
1237,12099716,"['bramble', 'pokemon shield', 'white wine', 'fromage blanc', 'light cream', 'burgers', 'bluetooth headphones', 'pokemon sword', 'gums', 'ratchet & clank 3', 'champagne', 'low fat yogurt', 'chicken', 'ketchup', 'metroid prime']"
7889,1366318,"['chocolate bread', 'bluetooth headphones', 'pokemon sword', 'zucchini', 'pokemon violet', 'asparagus', 'melons', 'ratchet & clank 3', 'candy bars', 'phone charger']"
3309,7303288,"['mint green tea', 'pokemon sword', 'carrots', 'pokemon violet']"
5141,10283163,"['pokemon shield', 'cake', 'google tablet', 'pokemon sword', 'pokemon violet', 'oil', 'french wine', 'metroid prime']"
2401,11296851,"['pokemon shield', 'pancakes', 'pokemon scarlet', 'google tablet', 'almonds', 'megaman zero', 'half-life: alyx', 'fresh bread', 'body spray', 'pokemon violet', 'airpods', 'fresh tuna', 'half-life 2', 'phone car charger', 'metroid prime']"
6953,8112902,"['pokemon shield', 'white wine', 'megaman zero', 'extra dark chocolate', 'burgers', 'cider', 'vacuum cleaner', 'french fries', 'pokemon sword', 'pokemon violet', 'metroid prime', 'gums', 'iPad', 'ratchet & clank 3', 'energy drink']"
3358,396968,"['ratchet & clank 2', 'megaman zero 2', 'cooking oil', 'pokemon sword', 'iMac', 'pokemon violet', 'asparagus', 'mayonnaise', 'laptop']"
7713,5427621,"['pokemon shield', 'google tablet', 'pokemon violet', 'hot dogs', 'pokemon scarlet', 'catfish', 'metroid prime']"
6631,2115926,"['white wine', 'deodorant', 'cider', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3']"
7128,11069150,"['megaman zero', 'pokemon sword', 'ratchet & clank', 'pokemon scarlet', 'final fantasy XX']"
1063,7049312,"['pokemon shield', 'ratchet & clank 3', 'pokemon sword', 'burgers']"
2261,6622661,"['megaman zero 3', 'chutney', 'megaman zero 2', 'pokemon sword', 'shallot', 'final fantasy XX']"
6417,5181072,"['pokemon shield', 'ratchet & clank 2', 'laptop', 'extra dark chocolate', 'bluetooth headphones', 'french wine', 'pokemon sword', 'iMac', 'pokemon violet', 'ratchet & clank', 'metroid prime', 'half-life 2', 'tooth brush', 'carrots', 'protein bar']"
5480,6534498,"['pokemon shield', 'pokemon sword', 'ratchet & clank', 'candy bars', 'beats headphones']"
2818,11982999,"['white wine', 'cider', 'pokemon sword', 'zucchini', 'metroid prime', 'meatballs', 'burger sauce', 'megaman zero 4', 'laptop']"
3200,9722936,"['bacon', 'pokemon sword', 'pokemon violet', 'asparagus', 'ratchet & clank 3', 'carrots']"
5167,7118798,"['beer', 'white wine', 'pokemon shield', 'megaman zero', 'cider', 'metroid fusion', 'pokemon violet', 'megaman zero 4', 'melons', 'laptop']"
4651,5847163,"['pokemon shield', 'white wine', 'pokemon sword', 'frozen vegetables', 'ratchet & clank', 'beats headphones', 'airpods', 'pokemon scarlet']"
6881,3602647,"['pokemon sword', 'pokemon violet', 'iPad', 'megaman zero 4', 'pokemon scarlet', 'phone charger', 'energy bar', 'metroid prime', 'toothpaste']"
6631,4781737,"['ratchet & clank 2', 'green beans', 'cider', 'megaman zero 3', 'vacuum cleaner', 'pokemon sword', 'airpods', 'pokemon scarlet', 'cauliflower']"
3353,7085875,"['pokemon shield', 'tomato juice', 'pickles', 'megaman zero 2', 'bluetooth headphones', 'corn', 'pokemon sword', 'iMac', 'pokemon violet', 'iphone 8', 'megaman zero 3', 'ratchet & clank 3', 'candy bars', 'airpods', 'cereals']"
9313,10631504,"['flax seed', 'tomato juice', 'ratchet & clank 2', 'google tablet', 'tomato sauce', 'canned_tuna', 'soup', 'eggs', 'cider', 'mineral water', 'bluetooth headphones', 'pokemon sword', 'champagne', 'pokemon scarlet', 'red wine', 'strawberries']"
6953,5513949,"['cake', 'tomatoes', 'cider', 'ham', 'pokemon sword', 'shampoo', 'catfish']"
7660,1631595,"['pokemon shield', 'tomato juice', 'green beans', 'cider', 'megaman zero 3', 'pokemon sword', 'pokemon violet', 'gums', 'iPad', 'shallot', 'airpods', 'half-life 2', 'phone car charger', 'portal 2']"
5828,10338202,"['pokemon shield', 'ratchet & clank 2', 'metroid fusion', 'sandwich', 'pokemon sword', 'pokemon violet', 'yams', 'ratchet & clank', 'mashed potato', 'ratchet & clank 3', 'iPad', 'salmon', 'mint', 'phone charger']"
746,4528025,"['pokemon shield', 'white wine', 'shower gel', 'megaman zero 2', 'metroid fusion', 'bluetooth headphones', 'pokemon sword', 'yams', 'ratchet & clank', 'cream']"
1408,10773498,"['ratchet & clank 2', 'cider', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'phone car charger']"
2088,11524403,"['pokemon shield', 'ratchet & clank 2', 'google tablet', 'megaman zero', 'burgers', 'pokemon sword', 'ratchet & clank', 'low fat yogurt', 'pokemon scarlet', 'metroid prime']"
3521,874372,"['pokemon shield', 'white wine', 'pokemon sword', 'energy drink', 'hot dogs', 'yams', 'champagne', 'burger sauce', 'laptop']"
2925,228156,"['phone charger', 'beer', 'butter', 'megaman zero 2', 'bluetooth headphones', 'cooking oil', 'pokemon sword', 'gums', 'airpods', 'melons', 'cereals']"
4186,20462,"['flax seed', 'pokemon shield', 'cake', 'metroid fusion', 'pokemon sword', 'half-life 2', 'phone charger', 'samsung galaxy 10']"
2025,415765,"['pokemon shield', 'white wine', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'iPad', 'pokemon scarlet', 'cookies', 'metroid prime']"
8185,7465299,"['white wine', 'google tablet', 'olive oil', 'pickles', 'blueberries', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'iPad', 'final fantasy XX']"
699,8922321,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'cake', 'eggs', 'bacon', 'pokemon sword', 'iphone 8', 'beats headphones', 'megaman zero 4', 'half-life 2']"
5024,5816932,"['pokemon shield', 'white wine', 'beer', 'napkins', 'hand protein bar', 'ratchet & clank 3', 'champagne', 'airpods', 'pokemon scarlet', 'phone charger', 'cream']"
5828,9337867,"['pokemon shield', 'beer', 'ratchet & clank 2', 'final fantasy XIX', 'cider', 'metroid fusion', 'bluetooth headphones', 'pokemon sword', 'cotton buds', 'ratchet & clank', 'salad', 'iPad', 'ratchet & clank 3', 'airpods']"
3516,4149760,"['pokemon shield', 'metroid fusion', 'pokemon sword', 'ratchet & clank', 'brownies', 'pokemon scarlet', 'muffins']"
5538,11961579,"['bramble', 'ratchet & clank 2', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'pokemon scarlet', 'oatmeal', 'phone charger', 'french wine', 'metroid prime']"
4345,11106185,"['megaman zero', 'butter', 'half-life: alyx', 'portal', 'bluetooth headphones', 'pokemon sword', 'airpods', 'pokemon scarlet', 'french wine']"
5077,1106489,"['pokemon shield', 'ratchet & clank 2', 'butter', 'cider', 'metroid fusion', 'corn', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'cauliflower']"
206,9143847,"['deodorant', 'portal', 'sandwich', 'pokemon sword', 'pokemon violet', 'asparagus', 'mashed potato', 'ratchet & clank', 'green grapes', 'pokemon scarlet', 'escalope']"
1867,9816899,"['pokemon shield', 'chocolate bread', 'french fries', 'corn', 'final fantasy XX', 'pokemon sword', 'pokemon violet', 'ratchet & clank 3', 'airpods', 'megaman zero 4', 'nonfat milk', 'pokemon scarlet', 'phone charger', 'samsung galaxy 10', 'final fantasy XXII']"
4004,3286620,"['shower gel', 'pokemon sword', 'pokemon violet', 'whole wheat pasta', 'beats headphones', 'airpods', 'salmon', 'pokemon scarlet', 'metroid prime']"
9236,9984858,"['pokemon shield', 'white wine', 'sparkling water', 'portal', 'corn', 'pokemon sword', 'megaman zero 3', 'water spray', 'gums', 'phone charger', 'antioxydant juice']"
4111,1405314,"['pokemon shield', 'blueberries', 'cider', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'yams', 'hot dogs', 'airpods', 'megaman zero 4', 'pokemon scarlet', 'melons']"
8128,6771569,"['avocado', 'burgers', 'pokemon sword', 'iMac', 'pokemon scarlet', 'metroid prime']"
3158,3271988,"['pokemon shield', 'white wine', 'grated cheese', 'chocolate bread', 'cider', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'hand protein bar', 'iphone 8', 'airpods', 'pokemon scarlet', 'oatmeal', 'laptop']"
3080,3417691,"['pokemon shield', 'white wine', 'half-life: alyx', 'frozen smoothie', 'ground beef', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'candy bars', 'airpods', 'metroid prime']"
1191,9175010,"['tomatoes', 'half-life: alyx', 'pokemon sword', 'pokemon violet', 'gluten free bar', 'soda', 'samsung galaxy 10']"
7418,2253449,"['ratchet & clank 2', 'mint green tea', 'cider', 'sandwich', 'pokemon sword', 'minecraft', 'pokemon violet', 'ratchet & clank', 'light mayo', 'burger sauce', 'oil', 'samsung galaxy 10', 'antioxydant juice']"
8497,7595045,"['pokemon shield', 'ratchet & clank 2', 'frozen smoothie', 'pokemon sword', 'pokemon violet', 'pokemon scarlet', 'laptop']"
2176,9721842,"['megaman zero', 'tomatoes', 'chocolate bread', 'body spray', 'pokemon sword', 'pokemon violet', 'candy bars', 'melons', 'catfish', 'energy drink']"
7704,1728308,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'cider', 'metroid fusion', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'beats headphones', 'portal 2', 'samsung galaxy 10', 'metroid prime']"
5770,9485192,"['yams', 'pokemon shield', 'pokemon sword', 'iMac']"
3725,5376298,"['pokemon shield', 'green beans', 'pokemon sword', 'phone car charger', 'pokemon violet', 'frozen vegetables', 'ratchet & clank 3', 'barbecue sauce', 'airpods', 'pokemon scarlet', 'catfish', 'laptop']"
1472,10528223,"['seabass', 'pokemon shield', 'google tablet', 'sparkling water', 'pokemon sword', 'meatballs', 'mint', 'razor']"
2144,10585179,"['pokemon shield', 'tea', 'chocolate bread', 'metroid fusion', 'sandwich', 'pokemon sword', 'pokemon violet', 'champagne', 'cottage cheese', 'razor', 'french wine']"
8241,6052601,"['pokemon shield', 'white wine', 'megaman zero', 'bluetooth headphones', 'pokemon sword', 'low fat yogurt', 'candy bars', 'megaman zero 4']"
5628,11378145,"['pokemon scarlet', 'pokemon shield', 'burgers', 'pokemon sword', 'ratchet & clank 3', 'iPad', 'airpods', 'phone car charger', 'laptop']"
1992,3195076,"['pokemon shield', 'half-life: alyx', 'pokemon sword', 'minecraft', 'pokemon violet', 'ratchet & clank', 'whole wheat pasta', 'yams', 'iMac', 'pokemon scarlet', 'metroid prime']"
6297,6846532,"['pokemon shield', 'tomato juice', 'half-life: alyx', 'metroid fusion', 'sandwich', 'french wine', 'pokemon sword', 'red wine', 'hand protein bar', 'pokemon violet', 'rice', 'iPad', 'champagne', 'samsung galaxy 10', 'herb & pepper', 'metroid prime']"
5917,4910599,"['pokemon shield', 'white wine', 'green beans', 'half-life: alyx', 'ground beef', 'cooking oil', 'pokemon sword', 'whole wheat pasta', 'candy bars', 'beats headphones', 'burger sauce', 'pokemon scarlet']"
5376,7173762,"['ratchet & clank 2', 'napkins', 'vacuum cleaner', 'body spray', 'sandwich', 'pokemon sword', 'iMac', 'antioxydant juice']"
5373,10267782,"['white wine', 'google tablet', 'tomatoes', 'pokemon sword', 'pokemon violet', 'rice', 'nonfat milk', 'half-life 2', 'mushroom cream sauce']"
8602,985253,"['pokemon shield', 'ratchet & clank 2', 'google tablet', 'sandwich', 'pokemon sword', 'mashed potato', 'candy bars', 'barbecue sauce', 'french wine', 'herb & pepper', 'antioxydant juice']"
5823,8417282,"['seabass', 'bluetooth headphones', 'pokemon sword', 'pokemon violet', 'pokemon scarlet', 'final fantasy XXII', 'cream', 'tea', 'catfish', 'metroid prime', 'protein bar']"
8446,731427,"['pokemon shield', 'ratchet & clank 2', 'vacuum cleaner', 'metroid fusion', 'pokemon sword', 'muffins']"
9255,6131037,"['pet food', 'pokemon shield', 'ratchet & clank 2', 'parmesan cheese', 'cider', 'airpods', 'half-life 2', 'pokemon scarlet', 'phone charger']"
9191,9932473,"['pokemon shield', 'white wine', 'metroid fusion', 'sparkling water', 'ground beef', 'pokemon sword', 'pokemon violet', 'ratchet & clank', 'pasta', 'razor']"
7182,3307534,"['pokemon shield', 'white wine', 'ratchet & clank 2', 'olive oil', 'chocolate bread', 'deodorant', 'metroid fusion', 'ratchet & clank 3']"
2379,2083379,"['pokemon shield', 'ratchet & clank 2', 'trout', 'megaman zero 3', 'bluetooth headphones', 'pokemon sword', 'asparagus', 'ratchet & clank 3', 'beats headphones']"
4568,3009702,"['pokemon shield', 'chutney', 'bluetooth headphones', 'pokemon sword', 'iphone 8', 'ratchet & clank', 'pokemon violet', 'low fat yogurt', 'beats headphones', 'hot dogs', 'airpods', 'pokemon scarlet', 'phone charger']"
6461,8417433,"['pokemon shield', 'ratchet & clank 2', 'megaman zero', 'pokemon sword', 'iMac', 'shallot', 'airpods', 'burger sauce', 'final fantasy XX', 'chicken']"
8243,7413054,"['cologne', 'pokemon sword', 'iMac', 'pokemon violet', 'ratchet & clank', 'hand protein bar', 'airpods', 'black beer']"
9764,5093262,"['pokemon shield', 'white wine', 'catfish', 'pokemon violet', 'ratchet & clank', 'airpods', 'escalope', 'laptop']"
1807,2560521,"['pokemon shield', 'white wine', 'google tablet', 'grated cheese', 'tea', 'cider', 'bluetooth headphones', 'pokemon sword', 'iMac', 'hand protein bar', 'pokemon violet', 'airpods', 'half-life 2', 'pokemon scarlet', 'chicken']"
3679,6478383,"['white wine', 'google tablet', 'butter', 'iMac', 'pokemon violet', 'airpods', 'portal 2']"
3313,3488105,"['pokemon shield', 'half-life: alyx', 'pokemon sword', 'ratchet & clank', 'hot dogs', 'iPad', 'dessert wine', 'salt']"
9724,11595678,"['pokemon shield', 'tomato juice', 'google tablet', 'megaman zero', 'burgers', 'pokemon sword', 'frozen vegetables', 'metroid prime']"
